Soil Type,Previous Crop,Acre of Land,Rainfall Frequency,Porosity,Recommended Crop
Peaty,Flaxseed,1,Medium,High,Soybean
Silty,Mustard,3,Medium,Medium,Rice
Clay,Soybean,10,Medium,High,Oats
Peaty,Barley,7,Low,Medium,Soybean
Loamy,Mustard,1,Medium,Low,Sunflower
Sandy,Corn,3,Medium,High,Millets
Chalky,Wheat,1,Medium,High,Oats
Loamy,Rice,4,Medium,Medium,Sunflower
Clay,Soybean,10,Low,Medium,Pumpkin
Silty,Peas,2,High,Low,Soybean
Clay,Sesame,9,Low,Low,Rice
Sandy,Soybean,7,Low,Low,Mustard
Peaty,Peas,9,Low,Low,Lentils
Sandy,Peas,4,High,High,Mustard
Chalky,Soybean,15,Medium,Medium,Flaxseed
Sandy,Soybean,16,High,High,Cotton
Peaty,Sugarcane,5,Low,Medium,Sesame
Silty,Mustard,3,High,Medium,Rice
Sandy,Sugarcane,2,Medium,Low,Millets
Peaty,Sunflower,8,High,Low,Soybean
Sandy,Mustard,20,Low,Low,Mustard
Peaty,Tomato,19,Medium,Low,Soybean
Silty,Maize,8,Medium,Low,Rice
Loamy,Rice,7,Low,Low,Peas
Silty,Sesame,19,High,Medium,Soybean
Clay,Wheat,14,High,Low,Potato
Silty,Barley,10,Medium,Low,Soybean
Clay,Soybean,18,Medium,Medium,Sunflower
Peaty,Corn,8,Medium,Low,Soybean
Peaty,Mustard,2,Medium,Medium,Lentils
Silty,Corn,3,High,High,Soybean
Peaty,Tomato,12,Low,High,Soybean
Chalky,Sunflower,17,High,Low,Oats
Loamy,Soybean,15,Medium,Medium,Corn
Clay,Rice,1,High,Low,Chickpea
Clay,Soybean,9,High,Medium,Garlic
Silty,Corn,6,Low,Medium,Rice
Clay,Corn,7,Medium,Medium,Millets
Sandy,Sugarcane,7,Medium,Low,Mustard
Chalky,Tomato,9,Low,High,Barley
Sandy,Chickpea,17,High,High,Millets
Loamy,Flaxseed,16,Medium,Low,Peas
Chalky,Soybean,11,Medium,High,Barley
Peaty,Tomato,12,Low,Medium,Sesame
Clay,Sugarcane,19,High,High,Carrot
Silty,Sesame,6,Medium,High,Rice
Chalky,Flaxseed,12,High,Low,Flaxseed
Chalky,Barley,2,Low,Low,Flaxseed
Peaty,Corn,2,High,Medium,Soybean
Sandy,Lentils,7,Low,Medium,Mustard
Peaty,Soybean,19,High,Low,Lentils
Peaty,Mustard,10,High,Medium,Sesame
Loamy,Sunflower,11,High,High,Corn
Silty,Flaxseed,4,Medium,High,Rice
Loamy,Barley,12,Low,Low,Corn
Loamy,Sugarcane,11,Low,Low,Sunflower
Clay,Corn,8,Low,Medium,Sesame
Peaty,Soybean,5,High,High,Sesame
Clay,Mustard,2,High,Medium,Oats
Loamy,Sugarcane,8,High,Medium,Sunflower
Sandy,Mustard,16,Medium,Medium,Millets
Sandy,Rice,2,Low,High,Mustard
Silty,Flaxseed,7,Low,Low,Rice
Loamy,Wheat,11,Medium,High,Peas
Sandy,Sesame,5,High,Medium,Mustard
Clay,Soybean,20,Low,High,Mustard
Silty,Tomato,12,Low,Low,Rice
Loamy,Lentils,13,Medium,High,Peas
Chalky,Corn,3,Medium,High,Barley
Silty,Mustard,18,Low,Low,Tomato
Clay,Sesame,20,Low,Low,Barley
Loamy,Barley,10,Low,Medium,Peas
Loamy,Barley,1,High,Low,Corn
Chalky,Tomato,12,Low,Medium,Oats
Sandy,Barley,6,Medium,Low,Mustard
Chalky,Wheat,7,Low,Low,Barley
Chalky,Millets,3,Low,Low,Flaxseed
Peaty,Peas,14,Low,High,Soybean
Silty,Wheat,9,Medium,Low,Rice
Peaty,Mustard,8,High,Low,Sesame
Peaty,Chickpea,13,Low,Medium,Lentils
Silty,Mustard,6,High,Medium,Soybean
Loamy,Soybean,19,Low,High,Corn
Peaty,Chickpea,10,Low,High,Soybean
Clay,Lentils,15,Medium,Medium,Apple
Clay,Wheat,1,Low,Low,Sunflower
Sandy,Chickpea,9,High,Medium,Mustard
Loamy,Soybean,8,Medium,High,Corn
Peaty,Sesame,15,High,High,Soybean
Loamy,Mustard,1,High,High,Corn
Clay,Lentils,15,High,High,Cotton
Clay,Corn,6,Low,Low,Spinach
Sandy,Mustard,12,High,High,Mustard
Clay,Corn,9,Medium,Medium,Oats
Sandy,Lentils,9,High,High,Cotton
Peaty,Soybean,14,High,Medium,Sesame
Silty,Sunflower,5,Low,High,Tomato
Chalky,Mustard,3,Low,Medium,Oats
Chalky,Soybean,18,Medium,Low,Oats
Loamy,Tomato,7,High,High,Corn
Chalky,Peas,14,Low,Medium,Flaxseed
Peaty,Lentils,7,Low,Medium,Sesame
Clay,Peas,4,Low,High,Corn
Loamy,Barley,4,Medium,High,Corn
Sandy,Soybean,9,Medium,Medium,Millets
Peaty,Corn,11,High,Medium,Sesame
Silty,Tomato,14,Low,Low,Tomato
Sandy,Tomato,4,Medium,High,Millets
Sandy,Soybean,13,High,Low,Cotton
Sandy,Barley,19,Medium,High,Cotton
Peaty,Soybean,17,High,Low,Sesame
Silty,Mustard,14,Low,Low,Rice
Sandy,Barley,1,High,Medium,Cotton
Clay,Chickpea,10,Low,Low,Groundnut
Chalky,Tomato,11,Low,Medium,Flaxseed
Peaty,Soybean,16,Low,High,Lentils
Chalky,Rice,15,Low,Medium,Flaxseed
Chalky,Soybean,4,High,Low,Barley
Sandy,Lentils,9,Medium,Medium,Mustard
Sandy,Corn,2,Low,High,Millets
Peaty,Peas,6,Low,Medium,Sesame
Clay,Cotton,2,Medium,High,Barley
Silty,Maize,13,Medium,Low,Tomato
Silty,Sunflower,5,Medium,Low,Soybean
Loamy,Tomato,11,Medium,High,Corn
Sandy,Chickpea,11,Low,High,Mustard
Loamy,Millets,6,High,Medium,Sunflower
Silty,Soybean,4,Low,Medium,Rice
Peaty,Wheat,5,Low,High,Soybean
Clay,Barley,2,High,High,Maize
Peaty,Tomato,16,High,Low,Sesame
Silty,Corn,7,High,Low,Tomato
Loamy,Peas,4,Medium,High,Corn
Chalky,Soybean,2,High,Low,Oats
Sandy,Mustard,4,Medium,Low,Millets
Chalky,Soybean,13,High,Low,Oats
Loamy,Wheat,15,Medium,Medium,Sunflower
Sandy,Millets,1,Low,Medium,Millets
Silty,Flaxseed,7,Medium,Low,Soybean
Loamy,Soybean,16,Low,Medium,Peas
Peaty,Corn,19,Low,Medium,Lentils
Clay,Flaxseed,7,Medium,High,Apple
Loamy,Maize,1,Low,Medium,Sunflower
Loamy,Mustard,11,Low,Low,Sunflower
Loamy,Maize,9,Low,High,Peas
Silty,Barley,9,Low,Medium,Rice
Chalky,Soybean,10,Medium,High,Barley
Clay,Peas,13,High,Medium,Lentils
Clay,Lentils,10,Medium,Medium,Sunflower
Clay,Sunflower,17,Medium,Low,Coffee
Peaty,Barley,11,Low,Low,Soybean
Chalky,Corn,7,Low,Medium,Barley
Peaty,Corn,14,Low,High,Sesame
Silty,Soybean,13,Low,High,Tomato
Clay,Barley,18,Medium,High,Spinach
Silty,Lentils,10,High,Medium,Tomato
Sandy,Sesame,1,Low,Low,Cotton
Clay,Sugarcane,18,Low,High,Sunflower
Clay,Mustard,2,Low,Medium,Apple
Peaty,Soybean,16,Medium,Low,Sesame
Loamy,Soybean,17,Medium,Low,Sunflower
Peaty,Barley,13,Medium,Low,Sesame
Peaty,Sugarcane,2,Medium,High,Sesame
Peaty,Soybean,10,Low,Low,Sesame
Chalky,Soybean,11,Medium,High,Flaxseed
Sandy,Sugarcane,13,High,Medium,Millets
Clay,Soybean,11,Medium,High,Spinach
Clay,Lentils,14,High,High,Sugarcane
Loamy,Chickpea,4,Medium,Low,Corn
Loamy,Mustard,20,Medium,High,Corn
Peaty,Peas,20,Medium,Low,Sesame
Peaty,Sunflower,19,Medium,Medium,Soybean
Chalky,Sesame,4,Medium,Low,Barley
Sandy,Flaxseed,8,High,High,Cotton
Loamy,Cotton,17,Medium,High,Corn
Peaty,Lentils,14,Medium,High,Lentils
Chalky,Rice,13,Low,Medium,Barley
Chalky,Chickpea,19,Medium,Medium,Barley
Peaty,Corn,18,Medium,Low,Soybean
Loamy,Cotton,8,Low,Medium,Sunflower
Silty,Sugarcane,3,High,Medium,Rice
Chalky,Corn,14,Medium,Low,Flaxseed
Loamy,Cotton,3,High,Medium,Peas
Clay,Lentils,9,Low,Medium,Chickpea
Clay,Corn,11,High,Low,Cotton
Silty,Soybean,8,Low,High,Tomato
Clay,Barley,9,Low,High,Oats
Chalky,Sugarcane,7,Low,Medium,Barley
Sandy,Sugarcane,5,Low,Low,Millets
Sandy,Lentils,8,Medium,Low,Millets
Peaty,Millets,3,Low,Medium,Sesame
Chalky,Barley,16,Medium,Low,Barley
Sandy,Mustard,15,High,Medium,Mustard
Sandy,Mustard,7,High,Low,Mustard
Clay,Wheat,19,Medium,High,Rice
Loamy,Flaxseed,3,High,Low,Peas
Silty,Sugarcane,7,High,High,Tomato
Sandy,Barley,1,Low,Low,Millets
Clay,Flaxseed,7,Medium,Low,Corn
Chalky,Mustard,12,Low,High,Oats
Sandy,Corn,12,Medium,Medium,Millets
Peaty,Soybean,17,High,High,Lentils
Sandy,Peas,14,Medium,Medium,Millets
Sandy,Sesame,8,Low,Medium,Cotton
Loamy,Corn,1,Low,Low,Peas
Chalky,Soybean,15,Low,Low,Oats
Peaty,Sesame,6,Low,Low,Soybean
Peaty,Corn,16,Medium,Low,Lentils
Clay,Sugarcane,15,Low,Low,Apple
Sandy,Sesame,11,Low,Medium,Cotton
Chalky,Lentils,11,Medium,High,Flaxseed
Silty,Soybean,3,Low,High,Rice
Clay,Lentils,14,High,High,Barley
Clay,Lentils,19,High,Low,Tea
Peaty,Rice,11,Low,Medium,Soybean
Clay,Corn,14,High,High,Apple
Silty,Mustard,5,Medium,Low,Soybean
Chalky,Corn,7,Medium,High,Barley
Loamy,Chickpea,4,Medium,Low,Peas
Peaty,Soybean,3,Medium,Medium,Sesame
Clay,Lentils,8,High,Low,Wheat
Clay,Barley,20,Medium,Medium,Banana
Clay,Corn,17,High,Medium,Peas
Chalky,Tomato,6,Medium,Low,Flaxseed
Clay,Chickpea,14,High,Low,Brinjal
Sandy,Barley,1,Medium,High,Millets
Chalky,Chickpea,5,Low,Medium,Oats
Clay,Sesame,15,Low,Low,Cotton
Silty,Cotton,3,High,Low,Soybean
Clay,Sesame,13,Low,High,Apple
Chalky,Soybean,2,High,High,Flaxseed
Clay,Lentils,1,High,High,Lentils
Sandy,Flaxseed,5,Low,High,Mustard
Chalky,Sugarcane,19,Low,Medium,Barley
Sandy,Flaxseed,2,High,Medium,Cotton
Loamy,Lentils,10,High,Medium,Corn
Peaty,Peas,3,High,High,Sesame
Silty,Soybean,6,Low,Low,Rice
Sandy,Lentils,18,Medium,Low,Cotton
Sandy,Flaxseed,20,Medium,Low,Mustard
Loamy,Lentils,4,High,High,Peas
Silty,Soybean,3,High,Low,Tomato
Clay,Chickpea,14,Low,High,Orange
Clay,Mustard,9,Medium,Medium,Sugarcane
Sandy,Sesame,8,High,High,Millets
Sandy,Mustard,12,Low,High,Millets
Sandy,Peas,14,Low,High,Cotton
Clay,Chickpea,7,Low,Low,Orange
Sandy,Corn,10,Low,High,Cotton
Sandy,Millets,16,Low,High,Millets
Chalky,Sesame,17,Low,High,Barley
Clay,Mustard,11,Medium,Low,Tomato
Peaty,Millets,4,High,Medium,Soybean
Silty,Wheat,1,Medium,High,Tomato
Chalky,Corn,17,High,High,Barley
Sandy,Lentils,15,Medium,Medium,Mustard
Clay,Peas,8,Medium,High,Cotton
Clay,Soybean,20,High,High,Orange
Peaty,Soybean,13,Low,Medium,Lentils
Clay,Barley,10,High,High,Brinjal
Loamy,Peas,7,Low,Low,Peas
Sandy,Sunflower,3,Low,Low,Cotton
Loamy,Lentils,20,Low,Medium,Sunflower
Chalky,Mustard,3,High,Medium,Flaxseed
Clay,Soybean,5,Low,High,Cotton
Chalky,Flaxseed,19,Low,Low,Flaxseed
Peaty,Sesame,6,Low,Low,Lentils
Clay,Mustard,2,Low,Low,Sesame
Peaty,Chickpea,4,Low,Low,Soybean
Chalky,Soybean,8,Medium,High,Flaxseed
Peaty,Lentils,7,High,Medium,Sesame
Clay,Sugarcane,10,Low,High,Groundnut
Peaty,Mustard,3,High,Medium,Sesame
Clay,Sugarcane,2,Low,High,Carrot
Clay,Peas,15,High,Low,Spinach
Peaty,Sunflower,19,Low,High,Sesame
Clay,Lentils,12,Medium,Low,Tea
Chalky,Tomato,3,High,High,Barley
Clay,Barley,13,Medium,High,Potato
Chalky,Sunflower,20,Medium,High,Barley
Silty,Mustard,17,Medium,Medium,Soybean
Silty,Wheat,20,High,Medium,Tomato
Loamy,Mustard,5,Low,Low,Sunflower
Silty,Wheat,10,Medium,Medium,Rice
Silty,Chickpea,6,Low,Medium,Rice
Chalky,Flaxseed,19,Low,Medium,Oats
Chalky,Soybean,16,Medium,Low,Oats
Chalky,Sesame,11,High,Low,Oats
Loamy,Mustard,8,High,High,Peas
Chalky,Sesame,3,Low,High,Oats
Loamy,Mustard,18,High,High,Peas
Loamy,Peas,20,Medium,High,Sunflower
Peaty,Flaxseed,19,High,High,Sesame
Sandy,Tomato,3,High,Low,Mustard
Silty,Sugarcane,11,Low,High,Soybean
Sandy,Wheat,11,High,High,Cotton
Peaty,Peas,3,Medium,Medium,Soybean
Clay,Mustard,17,Low,Medium,Mustard
Chalky,Lentils,10,High,High,Oats
Peaty,Flaxseed,16,Medium,Low,Soybean
Peaty,Corn,10,High,Low,Lentils
Sandy,Tomato,12,Low,Low,Mustard
Loamy,Corn,8,Medium,Low,Sunflower
Sandy,Corn,19,High,Low,Cotton
Chalky,Sugarcane,18,Medium,Medium,Oats
Clay,Sesame,8,Low,Medium,Maize
Silty,Chickpea,16,Medium,Medium,Rice
Peaty,Chickpea,18,High,Low,Soybean
Peaty,Soybean,7,High,High,Lentils
Clay,Sesame,17,Low,Medium,Potato
Silty,Soybean,11,High,High,Rice
Sandy,Lentils,14,Medium,Low,Mustard
Peaty,Wheat,12,Medium,Low,Soybean
Chalky,Corn,10,Low,Low,Oats
Loamy,Chickpea,20,Low,Medium,Sunflower
Peaty,Mustard,10,High,Medium,Lentils
Peaty,Sesame,9,Low,Medium,Soybean
Loamy,Corn,6,Low,Medium,Sunflower
Peaty,Cotton,1,High,High,Sesame
Sandy,Corn,12,High,Medium,Cotton
Sandy,Lentils,20,Low,Low,Cotton
Peaty,Soybean,6,Medium,Medium,Lentils
Silty,Sugarcane,15,Medium,Medium,Rice
Peaty,Lentils,15,High,Medium,Sesame
Sandy,Flaxseed,14,High,Low,Mustard
Clay,Sugarcane,18,High,Medium,Groundnut
Silty,Chickpea,13,Low,High,Tomato
Sandy,Rice,18,Medium,Medium,Millets
Loamy,Peas,20,High,Low,Sunflower
Chalky,Soybean,15,Low,High,Flaxseed
Loamy,Tomato,4,Low,Low,Corn
Chalky,Sesame,14,Medium,Low,Barley
Chalky,Soybean,9,Low,Low,Flaxseed
Silty,Soybean,11,Medium,Medium,Tomato
Clay,Corn,4,High,Medium,Coffee
Clay,Peas,16,Medium,Low,Apple
Silty,Soybean,12,Low,Low,Rice
Sandy,Sugarcane,5,Low,Medium,Millets
Peaty,Tomato,10,Medium,Medium,Lentils
Sandy,Corn,20,High,Low,Cotton
Chalky,Mustard,12,Low,Medium,Barley
Peaty,Wheat,15,High,Medium,Sesame
Peaty,Corn,16,Low,Medium,Lentils
Clay,Soybean,12,Medium,Medium,Pumpkin
Chalky,Tomato,16,Medium,Medium,Oats
Chalky,Flaxseed,4,Medium,Medium,Barley
Peaty,Soybean,1,High,Low,Soybean
Sandy,Mustard,8,Low,Medium,Cotton
Silty,Tomato,20,Low,Medium,Rice
Silty,Soybean,12,High,Low,Tomato
Sandy,Mustard,7,High,High,Cotton
Clay,Corn,11,Medium,Low,Garlic
Loamy,Tomato,17,Low,Medium,Corn
Silty,Lentils,10,Low,Low,Rice
Peaty,Soybean,18,High,Low,Sesame
Clay,Corn,13,High,Medium,Apple
Sandy,Sunflower,15,High,Low,Cotton
Sandy,Peas,16,Medium,High,Cotton
Peaty,Soybean,4,Low,High,Sesame
Peaty,Sunflower,7,High,Medium,Lentils
Silty,Sugarcane,12,High,High,Rice
Clay,Soybean,19,High,Medium,Barley
Clay,Soybean,12,Low,Low,Cotton
Peaty,Maize,18,Low,Low,Sesame
Silty,Maize,11,High,Medium,Tomato
Loamy,Chickpea,14,High,High,Sunflower
Peaty,Soybean,5,Low,Low,Sesame
Chalky,Sesame,13,High,Medium,Flaxseed
Sandy,Tomato,13,High,Low,Mustard
Clay,Soybean,18,Medium,Medium,Orange
Peaty,Millets,18,Medium,Low,Soybean
Loamy,Mustard,4,Medium,High,Sunflower
Sandy,Cotton,11,Low,Medium,Cotton
Silty,Tomato,18,Medium,Low,Tomato
Silty,Sesame,19,High,Low,Rice
Silty,Chickpea,3,High,Low,Rice
Sandy,Soybean,18,Medium,High,Millets
Sandy,Sugarcane,1,Low,High,Millets
Chalky,Tomato,10,Medium,High,Flaxseed
Loamy,Barley,13,Medium,Medium,Sunflower
Sandy,Corn,19,Low,High,Mustard
Peaty,Lentils,9,High,Low,Soybean
Sandy,Peas,3,High,Medium,Cotton
Sandy,Wheat,4,High,Low,Cotton
Loamy,Soybean,1,Low,Medium,Sunflower
Chalky,Corn,11,Low,Low,Flaxseed
Peaty,Mustard,6,High,Low,Soybean
Peaty,Corn,4,Low,Medium,Lentils
Sandy,Peas,11,Low,Low,Millets
Peaty,Corn,18,Medium,High,Soybean
Clay,Rice,4,Low,Medium,Onion
Silty,Sesame,7,High,Medium,Tomato
Silty,Peas,5,Low,Medium,Rice
Loamy,Lentils,7,High,Low,Sunflower
Silty,Peas,16,Medium,Medium,Rice
Clay,Sunflower,3,Medium,High,Peas
Sandy,Sunflower,20,Low,Medium,Cotton
Clay,Mustard,14,High,High,Lentils
Clay,Wheat,8,High,Low,Lentils
Chalky,Barley,2,Low,High,Barley
Loamy,Soybean,3,Medium,Low,Corn
Silty,Lentils,3,High,Low,Rice
Chalky,Barley,3,Low,High,Barley
Loamy,Flaxseed,19,Medium,Medium,Corn
Sandy,Rice,5,Medium,Low,Millets
Sandy,Wheat,10,Low,Low,Millets
Loamy,Peas,5,High,Low,Peas
Chalky,Tomato,16,High,High,Oats
Loamy,Sunflower,14,Low,High,Peas
Silty,Soybean,1,Medium,Low,Rice
Chalky,Wheat,13,Low,High,Barley
Sandy,Peas,11,Medium,High,Cotton
Peaty,Sunflower,7,Medium,Medium,Lentils
Sandy,Soybean,18,Low,High,Cotton
Silty,Mustard,5,Low,Low,Rice
Loamy,Mustard,10,High,High,Sunflower
Clay,Chickpea,14,High,Low,Banana
Sandy,Sugarcane,6,Low,Medium,Millets
Chalky,Soybean,20,High,High,Oats
Clay,Mustard,11,High,Low,Groundnut
Clay,Peas,18,Low,High,Potato
Sandy,Sunflower,6,Low,High,Cotton
Chalky,Lentils,3,Low,Medium,Barley
Clay,Wheat,17,Medium,Low,Mustard
Loamy,Tomato,18,Low,High,Corn
Loamy,Chickpea,6,Low,Low,Corn
Chalky,Flaxseed,2,Low,Low,Flaxseed
Silty,Chickpea,3,High,Low,Tomato
Peaty,Sugarcane,3,Medium,Medium,Soybean
Clay,Tomato,15,Medium,High,Sunflower
Clay,Sesame,13,Low,Low,Spinach
Peaty,Wheat,7,High,Medium,Lentils
Peaty,Chickpea,4,Medium,Medium,Lentils
Chalky,Barley,14,High,Low,Barley
Peaty,Corn,7,High,Low,Lentils
Clay,Lentils,11,Low,Medium,Mustard
Peaty,Soybean,16,Medium,Low,Soybean
Clay,Flaxseed,11,Medium,Medium,Cabbage
Clay,Peas,16,Medium,High,Banana
Peaty,Tomato,10,High,Medium,Sesame
Loamy,Lentils,8,High,Medium,Corn
Silty,Peas,16,High,Low,Tomato
Sandy,Wheat,18,Low,Medium,Mustard
Loamy,Soybean,3,Medium,High,Sunflower
Sandy,Sesame,19,Medium,Medium,Mustard
Sandy,Lentils,4,High,Medium,Millets
Chalky,Soybean,17,High,High,Oats
Loamy,Lentils,6,Low,Medium,Corn
Silty,Barley,6,Low,High,Rice
Loamy,Soybean,5,Medium,High,Corn
Loamy,Mustard,17,High,High,Corn
Sandy,Soybean,10,Low,Medium,Cotton
Chalky,Wheat,4,Medium,Medium,Barley
Peaty,Peas,4,Medium,Low,Sesame
Peaty,Sunflower,18,Low,Medium,Lentils
Loamy,Corn,6,Low,Low,Sunflower
Chalky,Soybean,20,Medium,High,Oats
Chalky,Rice,19,Low,Medium,Flaxseed
Loamy,Peas,15,Medium,High,Sunflower
Loamy,Millets,10,High,High,Peas
Silty,Lentils,5,Medium,High,Soybean
Loamy,Chickpea,9,Medium,Medium,Peas
Loamy,Flaxseed,5,Medium,High,Sunflower
Clay,Corn,12,High,High,Sesame
Clay,Wheat,16,High,Low,Pumpkin
Silty,Sunflower,6,High,Medium,Tomato
Loamy,Sugarcane,18,Low,High,Sunflower
Silty,Soybean,3,Low,High,Rice
Loamy,Mustard,2,Low,Low,Peas
Chalky,Corn,1,High,Medium,Flaxseed
Peaty,Corn,20,Low,Low,Sesame
Chalky,Barley,13,High,High,Flaxseed
Sandy,Lentils,10,High,High,Mustard
Clay,Soybean,13,Low,Medium,Barley
Peaty,Flaxseed,2,High,Low,Sesame
Peaty,Barley,10,High,Low,Sesame
Loamy,Mustard,8,High,Low,Sunflower
Loamy,Soybean,19,Low,High,Peas
Peaty,Corn,4,Medium,High,Lentils
Silty,Sesame,5,Medium,Medium,Tomato
Chalky,Soybean,14,High,Medium,Flaxseed
Loamy,Wheat,17,Low,Low,Corn
Loamy,Wheat,15,Low,High,Peas
Sandy,Corn,15,High,High,Cotton
Silty,Cotton,11,Low,Low,Tomato
Peaty,Wheat,7,Medium,High,Lentils
Clay,Chickpea,17,High,Low,Tea
Silty,Sugarcane,11,Medium,Medium,Soybean
Silty,Soybean,15,Low,High,Tomato
Clay,Corn,9,High,High,Onion
Sandy,Cotton,9,Low,Low,Cotton
Clay,Peas,18,Low,High,Tea
Peaty,Chickpea,18,High,Low,Sesame
Clay,Corn,5,Low,Medium,Carrot
Clay,Lentils,7,Low,Medium,Pumpkin
Clay,Chickpea,7,Low,Low,Coffee
Chalky,Corn,10,Low,Low,Flaxseed
Chalky,Lentils,18,Medium,High,Oats
Sandy,Sesame,10,Low,Medium,Mustard
Clay,Mustard,16,Medium,High,Chickpea
Peaty,Peas,14,High,Low,Soybean
Loamy,Corn,12,High,Medium,Corn
Clay,Lentils,3,High,High,Cotton
Clay,Sugarcane,12,Low,Medium,Sugarcane
Peaty,Sugarcane,11,Low,Low,Sesame
Peaty,Sesame,13,High,Medium,Sesame
Sandy,Chickpea,5,High,Low,Mustard
Silty,Sunflower,3,High,Medium,Rice
Sandy,Wheat,1,Medium,Low,Millets
Sandy,Corn,2,Low,Low,Mustard
Silty,Lentils,6,Medium,Medium,Rice
Chalky,Sunflower,11,Medium,High,Barley
Silty,Rice,7,Low,Medium,Rice
Clay,Rice,12,Medium,High,Maize
Clay,Soybean,17,High,High,Rice
Peaty,Mustard,14,High,Low,Sesame
Loamy,Corn,18,Low,Low,Corn
Chalky,Sugarcane,12,Low,High,Barley
Peaty,Corn,11,Low,High,Lentils
Silty,Flaxseed,4,Low,Low,Soybean
Chalky,Millets,16,High,Low,Flaxseed
Chalky,Mustard,17,High,Medium,Flaxseed
Clay,Chickpea,6,Low,Medium,Flaxseed
Peaty,Wheat,19,Low,High,Lentils
Silty,Wheat,3,Medium,Low,Rice
Sandy,Mustard,14,Low,Medium,Millets
Sandy,Lentils,15,High,Medium,Mustard
Chalky,Peas,10,High,High,Barley
Silty,Sesame,13,Low,High,Soybean
Sandy,Soybean,11,Low,Medium,Cotton
Chalky,Soybean,7,High,Low,Oats
Clay,Sesame,15,Medium,High,Groundnut
Sandy,Soybean,4,High,High,Mustard
Clay,Soybean,19,Low,Low,Apple
Silty,Soybean,2,Medium,Low,Rice
Silty,Barley,17,Low,Medium,Soybean
Sandy,Flaxseed,20,Medium,High,Cotton
Sandy,Mustard,15,Medium,Low,Cotton
Silty,Wheat,19,Low,Medium,Soybean
Silty,Flaxseed,20,Medium,Low,Tomato
Loamy,Lentils,3,Low,High,Sunflower
Chalky,Flaxseed,17,Low,Low,Flaxseed
Loamy,Sunflower,13,Medium,High,Corn
Silty,Soybean,15,Medium,Medium,Tomato
Chalky,Soybean,9,High,High,Flaxseed
Loamy,Sunflower,9,Medium,Low,Peas
Silty,Corn,6,Medium,Medium,Rice
Sandy,Soybean,5,High,High,Cotton
Clay,Sugarcane,15,High,Low,Millets
Silty,Soybean,18,Low,Medium,Tomato
Silty,Maize,15,High,Low,Rice
Peaty,Corn,6,High,Low,Sesame
Chalky,Sunflower,1,High,Medium,Barley
Sandy,Sugarcane,10,Low,Low,Cotton
Loamy,Sesame,8,High,High,Sunflower
Chalky,Soybean,8,Medium,Medium,Oats
Silty,Tomato,19,High,Low,Soybean
Chalky,Wheat,10,Medium,Low,Oats
Clay,Mustard,10,Medium,Medium,Pumpkin
Silty,Mustard,12,Low,Medium,Tomato
Peaty,Soybean,18,Low,Low,Soybean
Chalky,Flaxseed,9,Low,High,Barley
Silty,Peas,10,Low,Low,Rice
Peaty,Barley,1,Medium,Low,Soybean
Silty,Sesame,18,Low,High,Soybean
Loamy,Soybean,1,Medium,Medium,Sunflower
Silty,Maize,12,Medium,Medium,Rice
Clay,Chickpea,7,Medium,High,Wheat
Loamy,Wheat,12,Low,Low,Corn
Clay,Wheat,19,Medium,Medium,Wheat
Chalky,Millets,5,Low,Medium,Oats
Sandy,Soybean,14,Medium,Low,Mustard
Clay,Barley,19,Medium,High,Banana
Clay,Chickpea,6,High,Low,Lentils
Sandy,Cotton,14,Medium,High,Millets
Peaty,Wheat,19,High,Medium,Sesame
Sandy,Corn,17,Medium,Low,Millets
Loamy,Tomato,16,Medium,High,Corn
Peaty,Corn,1,Low,Low,Lentils
Silty,Chickpea,8,High,Medium,Tomato
Clay,Wheat,13,Low,Medium,Lentils
Silty,Flaxseed,16,Low,High,Rice
Chalky,Lentils,17,Low,Medium,Oats
Silty,Lentils,18,Low,Medium,Tomato
Sandy,Barley,20,Low,Medium,Millets
Peaty,Peas,17,Medium,Medium,Soybean
Chalky,Barley,12,High,Medium,Barley
Peaty,Sunflower,5,Low,Medium,Sesame
Loamy,Mustard,4,Low,High,Peas
Loamy,Millets,1,Medium,Low,Sunflower
Sandy,Rice,9,Low,High,Cotton
Silty,Mustard,15,Medium,High,Rice
Peaty,Corn,11,Medium,Medium,Soybean
Silty,Cotton,5,High,Medium,Tomato
Loamy,Tomato,20,Medium,Medium,Peas
Sandy,Soybean,1,Medium,Low,Millets
Chalky,Lentils,19,Medium,Low,Oats
Loamy,Sugarcane,15,High,Low,Peas
Silty,Sunflower,14,Medium,High,Soybean
Loamy,Sugarcane,5,High,Low,Sunflower
Sandy,Flaxseed,16,Medium,High,Millets
Loamy,Corn,10,Medium,Low,Corn
Sandy,Millets,2,Medium,High,Mustard
Clay,Tomato,17,Low,Medium,Cotton
Loamy,Sunflower,9,Medium,High,Sunflower
Peaty,Corn,12,High,Medium,Soybean
Chalky,Peas,6,Medium,High,Barley
Peaty,Tomato,20,Medium,High,Soybean
Peaty,Peas,6,High,Medium,Soybean
Loamy,Sesame,19,Low,Low,Peas
Sandy,Soybean,12,High,Medium,Mustard
Chalky,Lentils,18,Low,Medium,Flaxseed
Clay,Peas,14,Low,Low,Carrot
Peaty,Barley,18,Medium,Medium,Lentils
Loamy,Lentils,18,Low,Medium,Corn
Silty,Peas,11,High,Medium,Tomato
Sandy,Cotton,8,High,High,Mustard
Silty,Barley,1,High,Medium,Soybean
Chalky,Sesame,6,High,High,Flaxseed
